what,kind,bundleId,bundleVersion,description,time
error,log,,,"Target selection failed.",1677222850503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677222896714
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1677222896734
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1677222898542
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1677222898580
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1677222901194
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1677222902858
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677222909765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677222923212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677222924352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677222927808
error,log,,,"Target selection failed.",1677222932183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677222954751
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1677222954774
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677222957374
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677222960214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677222983890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677222988338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677222989107
error,log,,,"Target selection failed.",1677222992546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223015265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223017247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223034694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223044480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223051264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223060121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223065007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1677223065016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1677223065016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223075387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223084179
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1677223084261
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1677223084317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1677223084317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1677223084317
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1677223087913
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1677223092075
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1677223095199
opened,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677223096498
activated,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677223096559
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1677223097203
activated,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677223098252
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1677223100068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223102795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223104833
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677223128161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223129210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223154961
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1677223157240
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1677223158056
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1677223158097
activated,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677223159046
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1677223160575
activated,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677223163471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223165156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223165261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223165298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223166854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223170786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223170793
opened,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223170864
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1677223170864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.newWindow",1677223170868
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1677223172642
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1677223172648
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1677223172651
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1677223172656
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223172661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223172687
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1677223178514
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1677223190871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223194626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223198947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223204293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223207555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223208530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223248518
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1677223253744
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1677223256070
activated,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677223264699
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1677223268036
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677223276611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223289072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223292926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223299588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223303995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223305872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223354127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223367338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223373035
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1677223373091
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1677223373144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1677223373145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1677223373145
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677223378194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223381020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223386417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223388263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223468405
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1677223481052
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677223481126
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1677223484463
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677223484513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223491442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223536626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223543957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223596278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223597243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223597808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223597831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223599321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223604339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223611892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223614557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223641846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223643322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223646436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223647563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223681123
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677223682432
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1677223682435
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677223685801
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677223685876
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677223692438
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1677223692924
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1677223693002
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677223693064
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1677223697253
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1677223697317
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677223698794
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1677223699002
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1677223699068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223704808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223908104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223908605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223910947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677223912840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224170680
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224172265
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224173390
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224173496
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224190354
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224192820
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224192888
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224197480
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224197682
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224197750
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224200610
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224202669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224217365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224287678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224289059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224294482
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224296379
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224299089
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224299165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224306628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224325679
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224327550
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224329387
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224329466
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224331100
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224331240
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224333211
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224333412
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224333494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224335586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224392209
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224393709
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224398574
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224398645
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224401085
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224401456
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224401532
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677224403502
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677224403661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224404707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224449349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224450818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224451999
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677224452293
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1677224452647
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1677224452647
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1677224452647
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1677224452649
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1677224452649
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1677224452649
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1677224452649
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1677224452649
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1677224452649
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1677224452650
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1677224452650
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1677224452650
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1677224452651
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1677224452651
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1677224452651
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1677224452651
